	mud01.2020.11.X1	mud01.2020.11.X2	mud01.2020.11.X3	mud02.2020.12.X1	mud02.2020.12.X2	mud02.2020.12.X3	mud03.2021.01.X1	mud03.2021.01.X2	mud03.2021.01.X3	mud04.2021.02.X1	mud04.2021.02.X2	mud04.2021.02.X3	mud05.2021.03.X1	mud05.2021.03.X2	mud05.2021.03.X3	mud06.2021.04.X1	mud06.2021.04.X2	mud06.2021.04.X3	mud07.2021.05.X1	mud07.2021.05.X2	mud07.2021.05.X3	mud08.2021.06.X1	mud08.2021.06.X2	mud08.2021.06.X3	mud09.2021.07.X1	mud09.2021.07.X2	mud09.2021.07.X3	mud10.2021.08.X1	mud10.2021.08.X2	mud10.2021.08.X3	mud11.2021.09.X1	mud11.2021.09.X2	mud11.2021.09.X3	mud12.2021.10.X1	mud12.2021.10.X2	mud12.2021.10.X3	mud13.2021.11.X1	mud13.2021.11.X2	mud13.2021.11.X3	mud14.2021.12.X1	mud14.2021.12.X2	mud14.2021.12.X3	mud15.2022.01.X1	mud15.2022.01.X2	mud15.2022.01.X3	mud16.2022.02.X1	mud16.2022.02.X2	mud16.2022.02.X3	mud17.2022.03.X1	mud17.2022.03.X2	mud17.2022.03.X3	mud18.2022.04.X1	mud18.2022.04.X2	mud18.2022.04.X3	mud19.2022.05.X1	mud19.2022.05.X2	mud19.2022.05.X3	mud20.2022.06.X1	mud20.2022.06.X2	mud20.2022.06.X3	mud21.2022.07.X1	mud21.2022.07.X2	mud21.2022.07.X3	mud22.2022.08.X1	mud22.2022.08.X2	mud22.2022.08.X3	mud23.2022.09.X1	mud23.2022.09.X2	mud23.2022.09.X3	mud24.2022.10.X1	mud24.2022.10.X2	mud24.2022.10.X3
00cd6d5ae62e2237eecf0ac96fe3ab06	0	0	0	0	0	10	25	13	22	33	47	48	11	0	12	11	11	16	0	0	4	0	0	0	0	2	0	0	3	0	0	9	13	27	19	0	42	14	25	0	20	17	31	30	29	23	18	38	9	5	3	0	10	4	0	5	0	0	5	0	0	7	0	15	13	13	0	4	4	0	0	2
afdd6bfdd259d7017d6597187972668c	0	0	0	0	15	21	21	24	25	47	35	28	18	31	6	10	0	15	29	12	18	0	0	0	0	0	0	0	0	0	8	0	0	28	32	34	26	23	34	16	9	15	0	23	0	34	17	14	0	0	13	0	9	9	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0
b624ad14d672ca6e8e6c2f2cfb23689f	17	0	0	0	0	7	19	19	0	48	48	28	10	11	0	34	19	23	18	26	12	0	4	0	0	6	0	0	0	0	5	11	0	19	37	0	39	35	27	29	16	25	30	46	26	19	30	31	0	9	8	0	6	6	0	8	8	0	0	0	0	3	0	17	9	20	0	0	0	0	3	0
7eaef5182d96555b7bbb5b1fd907d24a	0	0	0	0	2	0	0	0	0	8	0	0	3	0	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	2	0	0	2	0	0	4	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9862497bd2627ebb02867f09b2984dfe	11	5	0	6	3	14	18	5	10	16	0	20	0	0	7	30	14	19	0	0	1	0	0	0	0	3	0	0	0	4	0	0	0	0	9	5	20	24	15	11	11	13	9	18	20	8	9	21	4	0	0	0	1	0	0	3	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0
48d404885570e146d7c3dadc65848e56	295	318	306	292	239	230	291	535	468	380	716	635	182	237	224	313	287	246	82	149	162	28	22	15	33	46	51	36	68	63	63	79	83	517	382	314	467	353	368	364	252	300	555	374	371	609	561	446	31	72	39	102	152	144	34	77	44	19	45	26	22	31	16	52	78	55	26	24	24	18	21	17
1197601577a50a8c10d8fb8916c81499	0	0	5	8	7	15	0	0	14	16	24	29	6	12	11	12	7	3	8	0	0	0	0	0	0	0	5	0	0	1	0	0	0	24	28	17	17	14	16	20	16	23	29	30	26	17	29	9	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	20	15	16	0	0	0	5	0	0
3fb507665274302e03434e258fe9193e	22	29	25	11	0	0	15	0	14	14	16	22	13	15	19	24	0	0	12	0	9	0	0	0	0	0	0	0	0	0	8	0	0	17	22	19	11	0	11	20	9	16	28	24	15	20	17	14	1	4	7	0	12	0	7	0	0	0	5	1	0	5	0	13	15	15	0	0	0	0	7	7
295211c9ef800d58f084bc250e29cbb0	4	2	5	0	3	0	6	14	8	3	10	4	11	8	0	7	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	11	0	7	6	11	6	14	7	10	16	11	13	15	10	3	9	0	0	0	0	0	1	0	1	2	0	0	1	0	7	0	5	0	0	0	0	0	0
1fe99ab6ef5285933079915174a60df5	9	17	11	10	9	0	36	29	13	34	49	29	18	28	37	72	83	91	0	6	10	0	0	0	0	8	7	0	3	0	8	0	17	50	36	28	16	39	26	34	34	33	50	36	45	24	29	28	0	9	12	13	21	0	0	6	16	0	5	0	0	4	0	23	35	27	0	10	7	7	3	0
9e8b96ca052cd6d670d1c306dccf43e6	11	10	6	5	0	4	4	6	13	11	16	12	7	4	9	0	10	6	0	0	0	0	0	2	0	0	2	0	4	5	0	0	2	11	16	14	5	7	10	0	0	8	12	15	14	11	11	11	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
29e3312906585b4697a50ccdb2d7537b	5	14	0	20	57	87	52	106	125	117	259	255	30	59	44	32	62	52	13	13	22	10	0	6	0	7	12	8	13	18	18	20	24	156	105	106	101	143	172	58	44	58	159	80	95	93	64	62	0	7	8	24	40	41	0	7	0	0	2	0	9	3	0	20	23	20	0	3	0	10	8	0
ef3d27f92d0f1dcbc99b62d1b550eeb6	35	27	30	44	34	52	182	232	233	190	360	329	125	198	191	511	569	383	104	183	177	39	20	25	14	20	45	21	50	44	81	64	87	413	288	326	258	346	332	206	201	181	481	305	275	283	282	235	60	101	130	61	112	74	42	93	60	20	17	18	27	41	17	234	335	275	50	60	37	51	74	55
fed5213aaa519284a5677e4e240ee47c	0	0	0	0	2	9	4	5	28	3	7	19	10	13	15	0	7	11	0	0	3	2	0	3	0	0	1	1	0	5	6	0	5	20	12	36	13	6	28	0	0	6	13	9	22	3	3	4	2	11	0	3	3	5	0	0	0	0	0	0	0	0	4	4	1	6	7	6	5	4	4	8
0c6959a72ad563b153e338ae0942b7a8	9	8	0	0	5	5	10	4	6	15	7	3	18	14	13	9	7	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	13	19	9	14	16	11	12	25	25	8	20	23	4	18	13	11	9	20	0	3	6	0	12	5	0	3	0	0	1	0	11	15	11	0	5	6	2	0	0
a23c6044ebf58f3e5a17bfe5361c551c	0	0	0	0	0	0	0	0	0	0	3	0	2	3	1	4	11	13	0	4	6	2	0	0	0	0	0	0	0	0	0	2	0	0	0	7	3	0	0	0	0	4	0	5	6	8	8	7	5	0	4	4	1	1	0	1	0	0	0	0	0	0	0	4	6	6	0	0	0	0	0	1
9118e60002f722384cd13db51e5b23e3	50	51	38	28	14	20	26	16	19	23	17	14	9	20	12	32	18	26	0	3	6	0	0	6	0	1	7	3	3	1	3	5	5	19	23	22	12	19	22	25	30	25	28	25	23	14	19	19	2	3	7	5	8	8	0	9	1	6	4	3	0	3	0	13	11	17	0	5	4	0	2	5
26324333ecf7d86a925a8038b3801b4a	45	29	31	42	20	35	134	129	103	128	90	95	155	116	126	191	157	123	31	27	24	0	0	0	18	14	12	11	0	10	25	26	22	183	155	146	137	88	102	148	62	73	160	191	188	73	106	108	44	52	36	15	32	12	19	22	14	0	10	0	0	13	0	109	97	88	18	28	22	0	9	0
69066c8d79d1aa6e688f7a1326590421	0	6	0	7	0	5	12	0	18	12	16	0	0	0	9	11	15	11	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	19	9	0	12	13	0	0	0	13	24	14	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63cee4c2457ff8b3dfbc7caad663e4f7	35	30	37	15	9	20	48	53	40	93	67	74	47	49	61	168	114	132	43	26	31	4	2	9	0	13	5	0	7	15	15	24	24	89	89	94	74	103	135	43	34	49	82	61	82	37	55	55	14	13	18	9	12	18	8	6	8	8	9	6	12	4	8	36	32	36	0	10	9	6	10	13
11623591168c978f2f2a48befe587c6e	7	0	0	0	0	0	11	23	20	26	54	42	22	16	18	37	32	29	0	15	13	0	4	6	0	5	0	0	0	0	0	12	19	33	31	33	48	27	25	13	9	10	32	21	23	16	24	22	8	7	7	0	9	0	0	7	0	0	0	0	0	3	2	14	15	15	0	8	0	2	0	0
ac7272e4fd2b6e8efd9e19b7c1d22524	22	8	15	10	0	16	12	26	28	34	68	38	21	37	44	35	46	36	0	10	13	0	0	0	0	0	0	0	7	0	7	0	0	62	88	90	43	44	35	52	36	41	67	69	73	33	38	29	14	20	19	13	24	14	0	11	11	0	5	4	0	4	0	65	73	73	5	9	12	0	10	8
c656ca9eec75baf64df81e54191aefc4	11	13	9	7	6	18	15	21	12	13	25	19	9	7	5	11	6	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	21	9	13	12	0	0	20	7	13	0	12	16	10	19	14	0	4	5	5	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
20eb88dde737a026af1ca58a6bf8dcf4	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	10	0	0	6	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bc3676c17839094c4fa8e33268905268	15	0	7	5	0	0	0	0	16	6	12	16	13	8	10	18	14	19	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	15	6	11	8	6	4	8	0	7	0	18	14	12	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	5	3	2	0	0	0
187168fbc8100b18dbdaed2fae27a6a2	1	0	3	5	0	4	0	0	10	3	8	8	0	0	4	4	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	6	0	3	3	5	8	0	3	5	10	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0201f1a8509c2fa94fb73abe7d5626f6	0	8	10	19	13	17	14	23	12	12	35	21	18	18	16	9	13	11	0	0	0	0	3	3	0	2	0	0	0	0	0	0	9	37	18	22	20	24	19	12	18	14	20	40	23	15	26	18	4	8	8	2	9	10	6	1	6	0	0	0	0	0	0	14	13	9	0	3	0	0	3	0
0f552ce0ba109f76011b5fe7b248579f	49	54	57	49	25	36	46	44	79	78	88	73	49	22	47	59	165	124	0	33	53	0	6	12	0	0	15	0	12	8	26	0	33	111	74	41	90	61	69	66	43	63	97	123	70	168	154	142	10	10	20	45	45	52	0	39	46	0	0	0	0	17	17	37	71	68	0	12	19	0	0	0
f3643f0bfca558a13fa040944c3d3c3b	26	25	21	14	16	22	49	51	37	80	51	42	40	29	51	97	59	69	26	23	18	6	8	0	11	4	4	7	6	8	10	24	0	61	84	71	50	88	63	30	31	23	24	35	33	29	34	41	16	8	11	7	11	8	9	8	7	0	10	6	0	7	0	57	72	43	9	6	10	0	7	10
136d7b36c2b6158f50a02fbed16cabfa	10	9	15	0	18	24	23	24	0	30	25	21	29	29	39	21	24	25	0	11	0	0	0	0	4	10	0	5	9	15	0	0	18	55	46	59	39	58	58	36	40	38	63	75	53	42	37	28	9	13	11	10	10	14	20	17	0	0	6	0	0	12	8	32	36	27	0	14	0	0	5	18
daf0dc9cc917cc5c5247a2f52de6721c	11	0	0	0	0	5	9	21	13	11	20	0	16	13	13	14	12	12	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	16	21	19	0	13	0	13	0	16	17	9	20	0	6	5	1	0	3	2	14	0	0	6	0	0	0	0	0	0	0	8	0	0	0	2	0	0	2	4
e7375705d9f6762accc330d5d61c6d8a	25	15	11	53	24	44	46	54	58	63	105	102	0	33	37	22	30	32	0	11	21	0	0	0	0	7	15	0	0	0	0	0	0	61	48	56	67	46	55	38	42	53	84	72	69	55	48	35	0	0	15	0	0	14	0	11	0	0	0	0	0	0	0	19	37	34	0	0	0	0	0	0
6d04de8cc4a1df332a852fd85ce91f75	10	18	15	8	10	0	13	16	13	17	15	12	24	12	28	8	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	16	11	12	18	21	0	0	6	19	17	18	10	8	4	2	0	0	0	8	7	0	3	0	0	4	0	0	0	1	3	2	0	0	0	2	0	0	0
67f69cc6a674152a9e337d67b5981bf0	0	26	124	4	0	36	44	65	243	49	50	286	21	41	180	15	79	283	0	9	29	0	3	25	0	9	13	3	10	39	0	17	86	91	106	453	117	53	213	0	19	38	44	40	185	61	27	158	0	0	0	12	25	32	0	8	12	9	0	0	0	0	20	23	21	75	30	28	38	20	31	68
fdde82918a5b91b5ac27169488f61076	7	16	41	0	0	9	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	11	5	7	8	0	0	17	6	11	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
2064fe832486f231d6ad959a78b558a1	0	9	9	6	0	6	0	21	0	16	33	31	16	0	12	25	35	24	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	23	34	21	39	13	0	29	15	17	43	22	14	35	18	21	0	0	0	11	24	8	0	8	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
17ecbeb80f3e8e3518e0e2b46735a67d	41	8	0	0	0	0	22	18	36	37	23	20	24	19	15	22	32	22	0	0	24	0	0	0	0	5	0	0	18	0	0	0	22	38	64	42	48	37	38	23	23	16	52	38	32	22	25	31	13	14	6	0	10	16	0	10	0	0	0	0	0	0	0	23	15	17	0	12	0	0	6	10
1bccf192f14f9a6a404f52d09b0e8546	0	12	36	2	7	25	10	10	24	8	10	29	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	8	7	22	0	0	10	23	0	18	5	5	20	0	0	0	3	0	23	2	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
9c709609075237335ffe3a4beb3d8628	22	19	18	63	59	109	89	106	116	131	203	183	119	207	150	120	166	137	37	68	71	18	19	24	24	40	74	23	39	42	47	47	63	276	306	295	198	216	225	149	165	165	247	265	195	241	235	221	47	69	72	51	79	47	47	53	48	20	40	32	17	24	33	150	159	187	52	31	34	23	31	20
971321fd388ee10f427a4339f9e41d6c	0	0	0	5	0	0	0	0	12	0	14	0	0	0	6	7	7	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	18	18	15	0	13	17	13	9	11	26	10	15	6	2	1	0	0	0	0	0	0	0	0	0	0	5	0	6	8	12	0	0	0	0	0	0
d34770e176e6a2e956187d9c276da40f	0	0	0	0	0	3	11	13	7	9	9	7	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	11	0	0	0	0	8	0	8	13	0	0	11	14	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
22e066682f8d6bd47894c5a4dbba1800	13	0	32	47	0	41	40	87	68	90	64	51	29	0	0	61	0	54	0	35	28	0	15	0	0	0	0	0	21	16	14	0	0	65	93	54	70	73	74	94	96	80	85	90	56	44	53	73	13	31	0	0	26	0	12	37	24	0	11	0	0	15	0	145	118	99	28	28	19	0	23	21
bc171af212c3aa49c405d587b1801ebd	0	0	0	4	3	3	0	3	7	5	0	8	3	2	2	0	2	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	3	4	0	4	0	0	0	7	0	4	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60802628b10b1351fb584af10533b2e4	8	8	15	37	33	37	118	71	73	269	123	146	91	77	57	241	91	106	81	60	43	20	12	26	10	7	8	18	18	12	15	15	20	227	184	145	143	184	205	74	73	50	138	103	99	90	90	77	19	8	17	13	37	16	11	20	18	0	8	2	0	9	0	76	67	54	26	18	13	14	15	24
80473c2d61224d87f6a2bbd22087081a	7	8	0	11	13	16	12	0	12	16	32	20	4	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	14	11	10	17	0	5	5	13	12	0	13	13	0	9	10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0
94c8de346f0dc8d37ce4217feef8f714	0	7	0	11	4	5	13	12	12	21	16	16	20	19	15	34	18	13	11	5	0	0	0	0	0	2	0	0	5	0	3	0	0	25	35	44	17	33	25	16	18	18	42	32	33	17	23	21	2	5	8	4	4	5	4	9	0	0	0	0	0	0	0	21	19	13	0	2	0	0	0	4
c7ad980b760b71fd833b3ddf20765163	7	13	11	18	18	15	33	39	40	55	81	81	27	27	37	63	69	57	0	13	12	0	0	0	7	7	0	0	2	4	7	0	14	66	66	65	37	40	31	37	26	39	58	50	48	29	37	31	4	0	8	14	20	17	0	0	6	0	6	0	0	4	0	10	0	19	0	0	0	0	6	0
820691a0add187d598030d7f13219227	158	108	151	109	105	111	163	112	95	141	110	99	280	228	226	174	153	115	78	59	51	16	33	23	20	11	11	27	22	14	57	37	36	337	250	225	121	127	135	428	368	451	442	476	420	215	209	213	80	109	106	66	86	59	93	121	108	19	27	17	35	48	39	380	391	345	53	80	58	33	44	50
6ab309290c94503803b9a07eac1123cd	13	19	11	31	20	27	22	19	26	24	30	22	29	38	38	75	45	37	7	6	3	6	5	4	0	3	8	3	3	7	7	7	6	49	71	39	30	39	46	45	52	54	59	43	58	32	35	41	21	20	19	16	32	10	9	17	0	0	11	3	0	4	0	55	41	27	8	9	3	0	4	7
2a5bd34815a8fd083fa4d84e5ab5a678	0	0	0	3	0	0	2	9	6	2	3	8	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	4	0	3	4	0	0	0	7	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c1fa506d42179bf562de58fb7dca56c3	43	47	46	50	61	59	223	219	194	276	185	290	236	151	173	316	257	198	147	92	92	23	21	33	31	21	37	31	37	49	78	69	86	266	288	317	290	328	344	130	140	118	313	245	240	169	235	212	50	61	60	44	57	58	14	30	25	0	9	10	12	21	22	197	188	184	34	44	50	30	35	43
58d1c6645b518d3cbd3eeb6c68ace8ca	12	12	16	5	7	10	30	37	55	92	96	79	54	48	37	151	91	89	16	9	11	5	5	10	8	5	9	9	9	12	4	4	4	127	138	112	70	101	103	46	64	39	81	125	98	58	75	72	24	22	25	16	21	18	4	10	7	0	2	8	3	3	4	26	31	33	0	8	5	0	5	8
14cbfbff578d66019bd47d58c798b4c3	74	86	118	35	65	47	162	164	208	231	208	218	513	450	503	56	56	74	18	11	14	49	32	56	19	21	53	17	29	49	28	21	24	278	268	327	274	255	311	199	152	191	382	267	312	348	298	342	110	90	124	87	109	124	77	84	82	50	83	76	26	36	26	76	95	112	27	31	27	38	35	26
bc4e8923671b88a8e6d5b03e5fc42989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	28	41	65	64	48	42	37	61	50	82	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	20	29	65	35	48	58	23	48	0	0	0	0	18	36	39	0	24
441ac567a78c570eff8e09622e847ce0	13	11	0	12	5	8	0	24	11	3	14	0	0	2	5	10	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	0	8	10	18	10	11	11	25	14	20	20	8	11	3	0	0	6	4	0	0	0	0	0	0	0	0	2	0	0	0	5	4	0	0	0	0	0
26e7640f782f82b290f2cd331da7e8e9	0	0	0	0	36	68	47	87	123	140	159	196	35	52	65	67	76	89	0	0	25	0	0	0	0	21	0	0	0	16	15	0	54	124	107	118	112	123	161	47	36	89	212	110	86	119	43	106	0	0	0	23	46	88	0	0	0	0	0	0	0	0	0	32	40	0	0	0	0	0	16	0
30fb623df968ababad3bae4dbea8830a	17	9	5	18	43	27	3	13	9	26	21	19	13	20	9	16	4	0	9	1	0	0	3	0	0	3	4	0	7	0	0	0	0	32	27	14	12	29	24	25	29	20	19	28	15	4	12	17	6	8	9	0	7	0	7	6	3	0	0	0	0	1	0	14	8	10	0	3	0	0	1	0
dc41f7152fbfa9eadba300763f8c4042	90	88	62	67	92	74	108	111	101	134	118	106	185	196	154	118	67	65	44	28	19	27	43	14	17	21	20	18	22	22	13	29	16	279	303	236	197	252	208	195	224	180	310	299	245	146	183	191	54	41	31	43	70	55	30	46	17	12	16	13	19	23	11	165	167	132	52	39	46	29	33	27
5e27b716e3e3384eaeed37671e0a2403	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	62	56	52	127	178	181	36	21	23	6	9	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	21	37	34	111	118	114	0	0	0	0	4	8	0	0	0
ae65a3d3f9dd730ba5fc33bacfa7130e	17	29	63	6	4	12	14	53	54	23	36	56	9	15	21	88	124	145	21	15	36	2	2	6	1	2	3	1	4	3	13	11	29	15	20	17	57	72	126	20	12	50	102	54	108	36	58	85	5	12	7	8	15	22	10	2	6	2	0	0	15	6	2	29	15	18	7	5	7	0	5	17
2aaae96621d2f09ba76f5bd2f312ced4	5	5	0	0	2	0	11	3	10	0	11	10	29	19	10	13	9	8	6	1	0	0	0	0	0	1	1	0	0	0	4	0	0	12	13	12	9	0	0	11	7	0	6	7	19	9	9	7	3	2	8	3	0	0	0	2	0	0	0	0	0	2	0	12	13	4	0	5	3	0	2	0
d7c175c5b206160e3c14ffd3ae2019d7	16	7	5	26	19	8	43	62	43	36	0	0	10	0	0	32	8	3	0	17	0	0	0	0	0	13	8	0	0	0	22	0	0	15	16	0	78	81	54	854	983	1048	0	19	17	18	35	37	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
b24d5754e38bfc588903b8f1e97a4f4a	0	0	0	0	16	15	74	56	57	137	124	102	30	17	26	20	9	6	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	57	56	71	5	4	0	0	9	7	10	23	24	11	9	9	17	39	18	0	3	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0
a99d38960e54993b5acaa619b9548652	0	0	0	55	67	66	51	97	74	87	203	155	47	69	64	26	24	0	0	16	26	16	10	11	0	0	0	11	23	16	0	23	13	96	66	85	69	77	77	40	39	53	80	82	76	74	89	74	4	20	25	28	37	29	0	22	24	0	12	11	0	12	14	31	26	42	20	21	22	16	13	15
35b1b148cd8d8548514687a801d3a188	14	11	10	9	9	6	18	13	14	26	13	15	65	66	63	39	31	22	12	6	2	5	11	8	0	0	1	0	3	0	2	10	0	50	73	42	18	44	40	47	81	65	95	116	81	27	59	37	20	13	11	7	12	15	14	24	14	0	8	7	9	9	13	96	62	53	0	13	8	8	14	13
ae8cba09fde077c9c09dd4b84c334a7c	262	277	217	307	329	326	372	428	388	715	554	394	621	602	518	248	187	142	87	79	57	136	131	106	33	55	72	67	99	65	52	61	73	1094	1149	880	692	913	745	686	700	627	1249	1183	1128	540	656	604	92	166	121	131	169	138	159	166	134	51	69	52	54	87	43	416	528	417	118	140	122	80	69	76
de1e23b03fe77773f90bec9516a457c1	0	4	0	0	7	7	14	9	15	39	32	21	18	11	9	32	33	23	10	6	10	0	0	0	0	0	0	0	2	2	1	0	0	27	26	42	22	30	26	0	19	5	10	22	19	12	13	8	8	0	1	8	0	0	0	6	0	0	2	0	1	2	0	25	24	20	0	4	2	0	0	2
24420ad5286544e9f4fe0d84351bc231	0	7	7	7	5	16	18	34	21	35	33	29	11	15	12	55	36	35	7	5	14	0	5	1	0	0	4	0	0	6	7	0	13	22	24	26	30	34	43	15	27	22	30	28	26	32	47	26	6	11	10	0	8	10	0	7	0	0	0	0	0	0	0	16	0	9	0	0	0	0	0	0
4e41eb198c0fa5dfef43af1eca5258f2	36	27	24	19	42	29	39	65	32	89	68	49	62	62	51	68	59	45	0	0	0	31	16	13	21	0	14	6	12	14	18	44	34	113	127	122	72	88	81	127	108	107	99	113	85	53	65	73	20	23	59	16	44	30	43	44	45	14	0	7	21	25	10	83	84	78	55	26	47	34	22	39
0209cfb51e74862cd7ea293b61d9f21a	3	0	0	3	5	8	0	4	12	9	24	18	7	11	17	14	13	13	0	5	4	0	0	0	0	0	2	2	0	4	5	2	0	8	11	17	16	11	16	4	3	2	7	9	6	5	12	8	0	0	8	0	3	6	0	1	4	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0
0ca35c5b6d280a4e14bb29bed537e939	0	5	0	5	0	4	11	20	14	34	26	18	0	5	8	78	55	38	6	15	9	0	0	0	0	5	4	0	0	0	0	0	0	4	12	4	31	35	27	16	17	16	34	31	32	110	110	74	5	7	11	0	6	4	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0
d1b5ab9a1d407d8b6d81a597f7eea07d	0	0	0	4	5	5	8	19	18	14	23	33	11	10	13	8	23	0	0	7	19	0	4	0	0	0	3	0	2	5	4	2	0	11	10	20	19	14	16	0	9	13	0	22	12	25	16	25	3	3	2	0	6	3	0	6	6	0	0	1	0	0	0	0	7	0	0	2	2	0	0	0
0f985e80a00053246d76d05b8bb6150c	4	8	0	20	20	28	21	48	30	31	37	42	0	12	12	19	16	24	0	20	18	0	5	2	0	0	3	0	0	0	13	0	17	36	41	39	33	50	43	25	22	35	60	32	27	38	31	29	1	0	5	9	11	0	11	5	5	0	5	0	0	0	5	12	16	11	0	2	0	0	0	0
a70f7f0cf443cab6c5e19fb0f8bc3215	54	38	58	64	69	91	130	112	97	267	193	181	196	179	164	111	86	67	34	33	38	28	32	26	27	17	18	23	25	37	25	34	28	257	286	281	163	217	180	176	158	154	223	251	260	121	128	156	67	73	72	50	88	54	54	66	48	19	26	28	17	21	22	107	154	141	18	30	25	13	25	21
166c2f6e9c68cc5df6d887a0f069aef3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	38	18	0	17	0	0	21	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	11	0	0	10	0	0	25	0	0	35	0	0	34	0	0	11	0	0	0	0	0	0	0	0	0	0	0
e682ac452e5510077c10526cd220272a	0	0	19	19	0	0	54	47	51	89	70	112	40	43	33	112	132	153	39	0	16	0	25	31	0	0	0	25	0	0	22	32	49	103	82	117	214	209	176	50	43	49	109	73	99	91	58	70	0	30	30	37	25	24	19	9	0	16	10	12	0	28	20	48	59	77	35	26	38	38	30	25
4fcabd0808ed63fd7274c563c404baef	0	0	0	7	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	11	153	79	84	33	19	25	42	88	106	17	28	24	15	0	0	0	0	31	0	0	9	0	0	15	0	0	0	0	0	0	0	21	27	7	22	19	42	54	48	90	78	78	0	11	0	91	109	78	28	44	23
c0f345d40f2e5387417a45bbdc0ce9f3	31	24	19	77	47	74	56	75	48	44	96	82	30	23	29	34	38	30	12	19	30	0	3	0	0	11	9	0	8	0	10	0	0	34	37	33	63	37	48	21	20	20	49	48	57	45	43	44	0	12	9	12	11	14	0	3	0	0	3	0	0	0	0	11	28	19	0	6	5	0	13	0
8204cfe93772b24acb360e0d7b83fbed	7	7	0	5	0	4	8	16	14	15	14	15	0	0	0	13	0	0	10	10	4	0	0	0	0	0	6	0	0	0	5	0	0	0	0	11	16	20	20	15	16	18	0	16	20	5	8	13	0	4	0	0	0	5	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0
