	mud01.2020.11.X1	mud01.2020.11.X2	mud01.2020.11.X3	mud02.2020.12.X1	mud02.2020.12.X2	mud02.2020.12.X3	mud03.2021.01.X1	mud03.2021.01.X2	mud03.2021.01.X3	mud04.2021.02.X1	mud04.2021.02.X2	mud04.2021.02.X3	mud05.2021.03.X1	mud05.2021.03.X2	mud05.2021.03.X3	mud06.2021.04.X1	mud06.2021.04.X2	mud06.2021.04.X3	mud07.2021.05.X1	mud07.2021.05.X2	mud07.2021.05.X3	mud08.2021.06.X1	mud08.2021.06.X2	mud08.2021.06.X3	mud09.2021.07.X1	mud09.2021.07.X2	mud09.2021.07.X3	mud10.2021.08.X1	mud10.2021.08.X2	mud10.2021.08.X3	mud11.2021.09.X1	mud11.2021.09.X2	mud11.2021.09.X3	mud12.2021.10.X1	mud12.2021.10.X2	mud12.2021.10.X3	mud13.2021.11.X1	mud13.2021.11.X2	mud13.2021.11.X3	mud14.2021.12.X1	mud14.2021.12.X2	mud14.2021.12.X3	mud15.2022.01.X1	mud15.2022.01.X2	mud15.2022.01.X3	mud16.2022.02.X1	mud16.2022.02.X2	mud16.2022.02.X3	mud17.2022.03.X1	mud17.2022.03.X2	mud17.2022.03.X3	mud18.2022.04.X1	mud18.2022.04.X2	mud18.2022.04.X3	mud19.2022.05.X1	mud19.2022.05.X2	mud19.2022.05.X3	mud20.2022.06.X1	mud20.2022.06.X2	mud20.2022.06.X3	mud21.2022.07.X1	mud21.2022.07.X2	mud21.2022.07.X3	mud22.2022.08.X1	mud22.2022.08.X2	mud22.2022.08.X3	mud23.2022.09.X1	mud23.2022.09.X2	mud23.2022.09.X3	mud24.2022.10.X1	mud24.2022.10.X2	mud24.2022.10.X3
e040854976bce645789d20bc4dfe3609	9	8	5	12	6	6	13	26	21	25	35	44	12	11	10	24	30	36	0	7	7	0	0	0	0	5	0	0	5	2	8	0	0	16	13	15	18	21	28	18	14	17	34	38	24	39	35	20	0	2	0	9	11	0	1	3	1	0	0	1	0	0	0	0	8	7	0	3	0	0	0	0
f546512d63504edd93aa22ccfc649b80	9	23	7	28	19	20	38	28	31	33	33	20	8	0	0	32	21	9	0	0	5	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	14	33	25	10	13	17	0	27	24	24	0	24	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9de1a2114ff9ed33039b3653d2e3663a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	66	48	54	0	84	70	75	68	85	97	80	93	65	41	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	54	46	64	28	47	91	48	66	61	28	33	0	0	0	68	39	0	82	45	43
18a7e2901d6ae69fdc2aff22bd4c2534	7	7	6	13	8	9	6	0	10	22	8	12	12	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	6	7	11	0	5	0	0	0	4	18	14	13	8	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0
276a02b2e82ce415a046a9055667f4e4	0	0	27	47	41	40	75	55	80	110	94	100	56	47	48	23	32	34	0	30	33	0	0	0	0	18	0	0	0	0	0	0	0	42	81	81	83	123	102	63	37	83	98	73	61	70	61	62	0	0	0	0	24	26	0	28	23	0	14	0	0	0	0	35	0	42	0	12	0	0	15	0
913f8a6a5a810171436b5d766e1af6fe	11	10	0	9	23	21	16	32	26	43	73	69	15	30	34	23	41	22	0	0	6	0	0	7	0	8	10	7	14	10	9	0	11	25	16	35	64	103	118	21	23	36	87	46	65	29	32	31	5	7	14	0	9	0	0	2	0	0	4	0	2	0	7	0	0	18	6	2	0	0	4	2
fa8d43e9b90ff7d18711100280081cde	0	3	8	17	19	25	15	8	19	24	14	18	15	13	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	18	0	0	8	0	15	9	11	0	11	0	10	12	8	0	0	2	0	0	0	7	3	13	0	5	0	0	0	0	2	0	8	0	0	0	0	0	0
9e1fd486c0e49ce9241f9315f4c2c337	0	3	0	21	23	38	12	16	27	63	59	28	13	13	0	22	22	0	0	13	5	1	0	0	14	1	3	0	9	4	11	9	0	34	27	37	61	54	58	18	19	7	18	22	22	23	30	34	4	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ac453035af6f932c152fcc2a2698d5c0	18	22	15	12	0	12	40	40	22	58	34	53	35	46	26	72	71	48	0	0	7	0	0	0	0	4	0	5	10	9	0	14	0	22	27	28	39	36	38	27	26	22	53	42	29	33	36	37	7	6	0	12	9	14	11	5	0	0	0	0	0	0	0	13	13	0	0	9	0	0	0	0
72760d90d9a780920cd1a8d51a367048	78	69	56	36	66	83	64	117	111	102	125	173	37	48	67	52	61	48	0	36	30	5	9	3	0	14	14	12	25	23	8	0	14	74	88	78	76	93	103	67	72	68	101	91	103	76	65	90	13	7	25	21	36	45	0	7	0	0	7	6	0	8	5	22	28	17	16	14	0	0	0	3
e7850c553b2bf2dc5312e03c5cf92981	0	6	12	19	16	21	13	15	10	22	26	15	10	7	2	9	5	0	0	0	4	0	0	3	0	0	0	0	0	0	4	0	0	18	28	29	6	7	7	14	16	10	18	27	14	4	7	7	3	8	0	0	0	0	0	0	0	0	1	0	0	0	0	15	13	15	0	1	0	3	3	0
b06bd5f68389072d9e0e654e39fb6ecf	0	0	0	0	0	0	3	0	0	0	0	2	0	4	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	9	7	0	0	11	6	9	12	6	0	0	6	0	2	6	0	0	0	0	2	0	0	0	0	0	0	1	7	6	3	0	6	2	0	0	4
7ffc9f71c2659ac3faa879efe570e9ce	0	0	0	33	37	54	49	80	138	87	192	201	0	48	33	22	36	40	0	51	44	0	0	0	0	0	15	0	0	28	0	0	24	71	100	82	65	113	148	43	61	52	94	54	50	90	47	57	0	0	0	0	34	28	0	0	0	0	0	0	0	0	0	18	19	17	0	7	0	0	0	0
05a7624b9b547b9e7a80043afa4ebfb0	0	0	0	0	0	0	0	0	11	5	5	12	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	4	0	6	0	0	6	0	0	10	2	4	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	5	0	0	9	10	9	0	3	6
81dc435e4a6c87bac8f4046a6b755408	0	0	0	0	0	0	14	0	0	0	0	0	0	11	0	0	16	0	29	26	16	108	121	127	0	0	11	17	14	48	10	0	0	13	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	16	13	43	69	62	111	148	143	0	0	0	76	105	76	35	51	39
6e1f79c2d6f82e436a315fcd26d2661d	14	17	20	14	19	30	35	38	50	32	64	50	31	28	33	46	133	82	7	26	25	0	0	7	0	6	5	0	0	10	12	7	20	63	69	53	34	81	53	43	23	31	93	53	61	125	117	95	0	5	11	28	14	22	0	12	12	7	8	0	0	4	6	14	16	33	0	0	0	0	0	0
ee7bc23bde654983e9d191357e7d3a43	7	5	0	4	0	0	4	15	15	0	10	5	3	0	5	6	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	4	0	0	3	0	6	10	17	6	6	0	0	2	0	0	2	0	8	3	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3fa69f36db55f7ab10af40b3d7ce980	0	22	44	22	21	17	0	0	20	17	23	56	0	15	28	47	72	71	0	0	0	0	0	0	0	3	10	0	0	0	9	0	0	0	30	34	30	26	51	23	29	47	42	32	55	37	24	0	10	11	20	0	16	21	0	0	0	0	0	0	0	0	0	14	0	25	0	0	0	0	0	11
0815957979d722097abd648a16928512	19	36	22	40	30	48	49	54	39	82	57	51	100	87	75	37	23	24	18	8	13	20	22	9	9	12	9	9	11	18	10	0	5	162	166	124	93	94	111	104	113	123	222	224	183	93	96	91	26	29	24	32	27	23	31	32	13	9	7	8	11	15	6	88	89	95	18	19	14	7	13	13
b55945cf4b9e7897ef0f2dedace0a27f	0	0	0	0	13	0	5	17	10	9	12	22	3	3	6	11	11	11	0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	19	23	24	19	23	17	11	14	18	26	20	16	0	17	18	3	0	11	0	7	0	0	2	0	3	0	0	0	1	0	15	9	9	0	1	0	0	4	0
86a602d45fae6ac205481af201a89281	25	29	48	45	18	41	20	142	160	37	49	62	177	475	535	23	34	43	3	3	13	9	1	6	0	9	9	5	7	12	15	5	5	67	84	139	87	52	48	44	42	58	61	30	61	68	57	66	21	34	29	24	36	36	3	4	4	6	6	11	7	5	5	32	25	14	12	13	16	12	3	10
1cdccdd1d2cb3ba2877d9eef62f176ea	0	0	0	0	4	0	0	0	7	2	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	3	0	6	0	0	0	0	2	0	0	4	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45db914fe35afff88299f2a95a919fd7	3	0	6	4	6	4	12	39	44	29	37	47	31	17	14	29	53	44	0	0	6	10	0	3	0	0	6	0	7	6	0	7	9	42	71	51	27	16	22	20	9	19	23	27	46	13	13	3	4	8	13	16	9	12	0	4	0	3	4	6	8	7	6	7	17	19	15	12	4	11	4	21
f235279286d934de760385fb800088ad	4	6	0	0	6	6	5	11	5	9	15	19	4	3	7	3	7	5	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	4	0	0	6	0	8	14	9	4	8	0	0	9	7	0	5	3	0	1	0	1	3	0	0	0	0	0	0	2	0	10	7	0	2	0	1	2	0
0c1e8226f21eacee4d09a3a0870d5bda	0	10	7	11	3	5	14	21	17	8	17	16	16	18	15	27	12	11	4	6	0	7	0	0	0	0	5	7	4	3	2	0	0	29	25	29	14	31	21	41	27	47	31	37	39	17	29	29	10	11	7	5	10	13	7	9	10	0	3	0	0	7	0	11	10	15	0	9	0	2	4	3
4d14479ac300ccc23cd57363a7b72bce	18	28	32	5	10	14	20	28	19	29	47	47	9	15	17	24	47	43	0	5	14	0	0	0	0	0	8	0	0	0	3	0	0	22	12	35	10	13	0	9	14	20	26	35	36	7	13	12	3	11	2	0	5	0	0	0	0	0	0	0	0	4	0	0	12	0	0	5	0	0	3	0
2c19c314a07558489552c1154e05951a	0	0	0	11	13	0	7	14	35	21	28	46	0	0	0	13	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22	0	22	0	0	11	16	28	0	21	22	0	12	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	7	0
7590edbdbb12f00d192f514cfcf60e97	20	22	12	32	33	39	30	33	28	86	63	79	32	34	21	68	54	38	26	18	20	8	7	12	6	0	7	4	18	7	7	9	14	96	94	105	48	65	58	62	70	52	95	96	77	55	64	54	13	17	15	17	23	10	14	21	15	0	8	4	11	14	2	90	95	76	7	9	7	7	13	7
23fab3310466a42357a819a1d45f89aa	10	10	0	7	0	0	8	16	16	18	28	16	31	36	22	13	9	12	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	31	48	27	25	20	31	37	32	33	40	32	25	25	13	10	13	8	10	0	16	8	8	11	6	0	4	0	0	9	0	12	18	0	0	0	7	0	0	0
f586c537b8dc7a783951227da78262bf	15	22	12	25	42	26	76	107	110	73	128	111	43	79	63	42	35	17	25	23	22	20	10	21	13	9	18	9	22	29	13	17	0	80	78	96	59	105	69	87	131	176	124	95	98	50	61	75	25	27	26	21	29	25	12	26	18	4	17	7	0	10	5	66	31	35	16	13	14	8	12	16
d3eb7140ab8b194a4eb71a2f79b31d30	25	9	10	0	0	6	16	25	38	29	56	48	23	26	39	18	18	15	0	0	0	3	1	0	0	6	0	0	0	2	7	7	11	27	34	23	40	27	30	10	18	12	15	14	11	18	17	22	3	9	14	5	6	0	0	5	0	0	0	0	1	0	0	18	9	14	9	17	17	4	3	4
74367d7df37d9ef9a814567818a66416	12	15	13	5	0	4	0	0	10	0	11	0	0	0	13	11	15	10	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	28	0	0	24	0	16	15	0	15	0	0	11	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f3abe4d0edb72183e765134924bb89c	3	0	0	2	4	3	9	17	11	20	16	22	13	11	10	19	0	5	5	1	7	2	0	0	4	0	3	0	0	0	1	1	1	13	16	29	19	8	15	8	7	0	6	18	19	12	8	20	1	9	0	2	1	0	2	0	3	0	0	0	0	0	1	7	6	0	0	6	0	0	0	0
7cd268ca13b46872c673cc99f8afabf4	0	0	0	5	0	0	13	11	12	13	26	22	4	11	0	3	13	8	9	0	0	0	0	4	0	0	0	0	1	0	0	0	0	13	11	0	26	15	0	17	18	8	8	20	15	8	14	11	2	3	0	6	6	0	7	0	0	3	4	0	0	0	0	0	0	10	7	5	0	0	0	0
b691c07c83674e1f3e8de79139d1f994	0	0	0	0	0	0	0	0	0	0	0	0	58	63	63	0	0	0	81	80	71	115	131	174	134	106	133	152	148	175	100	92	84	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	25	0	0	140	70	86	170	86	79	160	111	143	146	103	104	0	0	0	181	89	110	119	91	74
60ec83fadcc620241e16c0bf2723c2cc	0	0	0	3	0	0	19	30	19	38	26	25	0	0	7	4	0	6	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	22	0	0	11	0	0	7	6	14	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1ee9f97939c8f43d8304164e7c426203	0	0	0	0	0	0	0	9	10	19	15	13	4	0	17	7	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	17	14	0	0	5	18	0	0	5	0	11	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	20	0	0	0	6	11	5	7	0
a8681fd88dba7079c96c65c826c83266	0	0	0	0	0	0	13	12	0	19	39	25	48	44	39	8	18	0	53	35	49	83	51	58	29	15	35	9	16	27	14	0	15	0	0	0	35	35	42	24	23	19	0	21	0	27	21	21	34	26	43	34	48	62	23	40	34	53	84	72	0	15	9	21	20	0	0	10	0	9	22	18
4eeeb5d1916dbed8a82c5bf3cf35c4ab	33	27	0	27	25	21	73	43	47	114	97	83	114	103	104	59	55	36	31	25	15	19	19	18	22	12	18	0	31	27	0	19	13	146	197	206	136	117	156	130	123	111	149	163	157	73	93	87	32	38	37	40	49	39	29	43	24	0	12	0	13	11	17	116	185	97	29	30	31	24	36	30
3cad8ae40c6ceef630d56ad511891226	1	0	0	0	7	9	0	4	7	0	7	17	0	0	2	4	14	8	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	9	0	0	5	8	4	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
4af34e31f4f29f5372246db273985eb8	383	311	288	153	148	178	335	311	271	437	396	386	327	297	283	272	181	140	65	47	40	54	43	34	37	33	35	43	61	59	28	37	37	560	597	607	289	354	385	277	270	259	514	511	529	281	339	377	57	83	71	102	156	138	37	61	38	32	39	37	24	33	25	68	93	51	39	50	32	28	54	38
267e0e8f26c5996c16cd865ccf62805d	0	13	15	12	24	27	20	17	10	31	29	24	24	19	13	34	29	31	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	40	38	51	26	17	25	21	15	26	17	26	54	19	24	39	11	15	11	3	8	10	0	10	5	0	0	0	10	10	0	26	30	36	0	10	7	0	5	0
41596c6a8f600b71600f6a8a0e595dae	0	0	0	5	2	5	2	5	6	0	4	15	5	3	2	6	0	4	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	7	4	0	4	6	3	0	9	8	5	11	4	0	7	0	0	0	0	5	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
834368bfe02023cc0870fa2a6f48e1a1	0	0	0	0	0	6	0	0	0	12	5	11	18	10	10	50	25	34	0	12	0	0	4	0	0	0	0	0	0	0	0	0	4	18	16	0	13	0	7	45	34	27	15	21	13	7	14	6	0	0	5	2	11	0	0	9	0	0	1	0	0	1	1	18	21	15	15	10	13	0	0	0
8e42b9c163a75f8ab19dfbc4d8fd80e6	0	0	44	0	61	69	0	85	157	115	156	199	76	32	47	30	60	49	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	123	90	106	108	137	120	78	0	57	94	52	83	102	48	0	0	0	0	43	24	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0
2449ea68ca0d07550f1eecf37c2e5f5e	24	10	33	18	18	22	20	38	33	52	32	32	33	55	40	59	37	23	0	0	3	0	12	6	0	0	0	0	15	12	10	0	14	100	133	73	48	79	65	57	38	58	63	80	85	33	45	57	18	15	12	28	20	17	9	10	13	7	6	20	0	0	6	67	54	38	0	14	0	0	8	13
af0cd79514e465686bfe109e161c6c3b	29	14	36	12	12	7	0	25	18	0	21	0	12	16	16	16	15	16	0	8	0	0	0	0	0	5	5	0	0	0	0	0	0	12	22	0	10	16	28	0	9	0	26	20	22	0	9	21	0	0	0	7	5	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ac367cf0dc3daecdf909e7e913635c51	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	1054	999	1124	136	165	172	98	181	183	62	62	68	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	32	0	82	77	85	162	214	175	61	72	66	0	20	22	26	27	0	22	35	0	37	56	74
fbbf88e488ac91ed9b9a6f5a96aae962	0	0	0	7	0	10	14	21	21	21	28	27	8	0	0	5	0	20	4	9	12	0	0	7	0	0	4	0	0	0	0	0	9	19	0	0	24	25	18	16	9	16	31	21	26	39	46	27	0	0	9	0	6	0	0	9	5	0	0	0	0	2	2	0	11	0	0	0	0	0	0	0
e20aa623bf8508fc485e090ce2947e67	0	0	0	0	2	0	11	9	15	25	41	41	8	12	22	29	80	67	12	37	34	0	3	0	0	0	0	0	5	5	6	0	0	33	39	25	37	38	28	9	7	9	17	22	11	24	29	18	2	5	8	0	8	0	0	8	0	0	2	0	0	0	0	0	11	4	0	4	8	9	0	5
0c38588ef6ab0e725937e998fdfd7e61	0	0	0	0	0	4	8	0	6	4	9	6	7	4	5	11	0	0	0	0	3	0	0	0	0	0	0	2	1	3	0	0	0	10	0	0	10	7	17	22	3	20	0	16	23	0	12	12	0	14	8	0	0	0	0	0	10	0	0	0	0	0	2	15	10	0	6	3	5	0	1	0
5eafd5ddacf25d3eaced013a98338a80	0	0	0	0	0	0	3	0	0	13	0	0	0	8	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	9	0	8	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
c8882f57f86897965c2f1023930d2d85	0	0	8	1	3	0	35	0	25	0	50	36	72	46	59	26	22	17	0	6	7	12	11	3	0	0	0	0	0	0	5	0	0	32	25	18	16	18	15	15	30	15	31	22	0	25	22	45	0	17	14	18	18	0	7	9	0	0	0	4	0	0	0	19	0	0	0	0	0	0	0	0
911171204cddb834e751e72371f0bc6b	0	0	7	0	7	6	2	3	10	0	7	0	0	6	5	3	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	8	6	0	9	6	4	13	13	2	10	9	6	7	4	10	0	0	2	0	0	1	0	0	0	0	0	0	0	5	0	8	0	1	2	0	0	0
5fd4aaf3848484e94332f35c2d1be4b8	62	61	40	24	18	15	73	86	55	118	115	126	65	73	68	204	133	107	25	21	15	8	8	7	13	14	7	9	13	9	11	11	10	156	175	152	70	125	116	68	78	73	121	151	105	93	96	104	19	16	25	24	30	15	12	10	18	7	16	7	0	14	10	102	74	87	22	26	19	8	11	15
04dab51e365237e21370e1971820f32a	950	596	668	824	523	574	2660	1884	1716	3099	1984	1848	8193	7965	7343	1034	985	894	30170	26407	26029	20482	20616	20023	34619	32935	32801	32914	31799	31790	40834	41998	41048	1624	2205	2085	2146	1496	1315	1498	1237	1073	1848	1871	1537	3524	3498	3225	2661	2779	2634	17961	14509	16234	21004	17436	19634	27136	24990	27363	40338	36493	39064	4824	6345	6547	19434	17720	19144	10863	10847	10493
fee0472be80a1cd822e9ae6451a51ea8	27	24	16	77	88	121	128	110	99	195	194	187	161	119	146	109	98	75	32	22	23	20	13	13	18	19	15	31	33	30	18	22	16	340	378	287	229	246	214	173	194	198	221	265	221	192	191	171	38	31	51	42	49	48	31	40	37	11	12	12	9	10	10	225	227	196	18	34	34	11	26	19
7ac1083da22f774e7ffc1392a855f7fe	8	11	16	5	3	5	4	10	14	5	0	9	0	0	4	5	15	19	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	11	10	8	0	0	9	0	9	7	8	6	16	10	9	15	0	2	2	0	5	4	0	2	0	0	0	4	0	0	0	8	4	0	0	0	0	0	4	2
a0198e7b66cadc9e11a4a715dfcd6f69	0	0	0	3	0	0	8	12	18	10	15	14	4	10	5	5	12	8	0	0	7	5	0	2	0	0	0	0	0	2	5	0	0	20	32	58	15	12	17	7	10	16	22	12	25	8	5	22	1	12	5	4	9	8	1	2	0	0	0	0	0	0	0	5	9	7	13	11	10	6	5	0
f3549a1b819e93a2958352b4e4875eb2	0	0	0	0	0	0	0	0	10	0	0	4	0	1	4	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	8	0	5	8	0	0	4	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3
de90f73d617289082a9be7f051e7caab	7	0	11	14	12	15	0	18	9	10	40	26	0	12	0	20	19	14	0	7	0	0	0	0	0	0	0	0	1	0	0	7	0	10	0	18	24	25	0	0	0	9	0	15	17	15	0	12	0	0	0	0	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc7de5273a50da18754a8704ee7cec1f	22	23	21	10	10	0	16	13	11	15	33	15	15	8	0	14	23	18	0	3	4	0	0	0	0	0	0	0	0	0	0	0	9	10	11	17	13	17	0	0	9	8	27	18	12	11	13	10	0	0	4	0	11	8	0	0	0	0	0	0	0	0	0	4	0	4	0	0	5	0	0	0
153bf2d6d56effc98d65ecd3d9bf754f	120	109	119	32	22	38	29	69	66	68	123	88	21	24	15	91	92	115	27	10	19	0	0	0	0	14	16	0	6	0	20	20	20	40	33	33	47	52	43	36	19	33	140	98	100	97	81	81	8	7	0	20	29	20	0	0	10	0	6	0	0	0	0	19	0	20	0	0	0	0	4	0
fd57fa515d76c37e55046647efa47e74	0	9	0	0	0	0	18	19	0	26	27	19	9	18	17	21	21	10	9	0	0	6	0	0	0	2	0	0	5	0	6	0	0	45	38	36	0	26	29	25	7	21	0	36	27	16	22	21	5	7	8	0	12	0	4	4	0	0	4	0	0	2	0	9	0	0	0	0	0	4	4	0
9e07a0a34d5a69b1cde8b8d7406d9dc4	0	15	17	19	12	25	0	10	36	24	25	11	0	18	19	19	22	23	0	0	10	0	0	0	0	0	5	0	0	0	0	0	0	21	23	0	14	20	12	16	0	22	0	15	27	19	25	21	10	7	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	0	0	0	0
9d895c0636127e64eb577b99ee895738	0	5	0	4	8	4	5	7	9	7	9	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	14	0	0	0	0	5	6	6	7	8	6	7	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
8df9405b8e587e47198216534586c7e2	26	25	31	33	34	22	52	69	75	62	89	83	37	34	27	12	26	0	0	10	9	20	5	0	17	14	19	12	21	22	12	21	0	68	91	66	78	87	77	70	48	42	92	85	50	69	26	53	0	0	0	25	23	20	0	20	21	12	4	0	0	0	0	17	34	29	0	16	0	16	11	0
18af12a131ef475884a1ed5a5091d8cd	11	15	8	3	3	6	5	5	10	7	5	7	6	0	3	6	12	4	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	5	6	5	0	7	0	13	19	20	0	13	17	6	5	0	3	0	0	0	6	0	0	2	0	0	0	0	0	0	0	7	4	6	0	0	0	0	0	0
6539d75a011b2d4e14a50961ea882392	0	0	0	0	0	0	4	0	7	4	0	7	7	0	1	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	0	0	5	10	0	2	6	0	3	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4	0	5	0	0	4	0
1dc008da297a2e8456a82367654201d3	20	0	20	20	14	8	27	16	30	30	41	35	0	9	0	0	25	28	0	0	0	0	4	0	0	0	0	0	0	0	8	12	11	44	27	42	0	41	0	47	51	44	0	0	38	29	24	30	13	0	20	0	0	0	0	16	0	0	0	0	0	0	0	43	40	33	12	15	0	0	1	11
7659cc4afbfc85f1e19291741321851a	0	12	12	10	12	8	0	38	40	36	45	65	13	28	13	34	35	21	0	0	20	0	0	0	3	0	7	0	0	9	0	0	10	37	0	0	34	37	30	29	0	40	69	40	30	31	31	33	3	0	0	0	11	15	0	0	5	0	0	0	0	0	2	19	15	30	13	8	0	3	0	0
27ff0dc63d46ba2ba42ff4946ba26f65	12	0	0	6	0	7	25	20	18	17	14	11	20	19	20	0	11	0	187	191	169	245	306	269	524	573	506	386	370	321	121	102	85	9	0	14	0	13	11	0	0	0	0	13	0	22	17	0	0	0	3	62	55	60	47	52	59	186	164	126	167	181	125	0	19	0	81	84	102	59	65	56
a761c29509cc783c2c050311d48ffde7	15	10	11	21	13	12	31	46	56	66	86	56	24	23	36	30	33	24	0	7	8	0	0	5	0	4	4	7	12	8	7	9	5	73	58	49	31	62	47	78	62	75	58	44	37	68	56	56	0	12	12	21	33	35	20	18	23	0	9	0	0	8	2	9	17	21	11	11	8	0	5	9
ea98643d2c147f3f2424da82995394a2	10	14	0	0	11	0	20	29	29	19	46	66	0	21	0	11	18	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	38	28	25	36	24	19	29	19	20	36	31	19	32	27	30	0	0	0	12	15	0	0	0	0	9	0	0	0	0	0	0	10	0	0	0	0	0	0	0
d2452c642d3494cf2fd17a15059832a6	33	18	18	7	9	12	12	9	12	23	0	21	10	12	16	55	54	43	4	0	0	0	0	0	5	0	5	0	0	1	3	3	4	22	32	0	31	29	27	15	14	20	27	30	25	18	25	33	1	7	1	3	13	7	0	0	0	0	0	0	0	0	0	8	13	7	0	6	2	0	4	0
c64bcc231b9fe2fddd659a0e72e67bdc	7	10	10	0	9	12	0	0	0	0	0	0	2	4	0	14	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	4	4	0	6	9	13	11	15	7	7	7	2	4	0	0	5	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
736631b790b572b9676f7ea98b94fb1c	0	0	0	9	0	0	8	9	0	0	19	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	9	17	15	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
66cc8e78dd24670b8129693c14362555	51	29	20	0	0	0	0	0	0	0	0	0	63	49	30	0	0	17	216	162	146	74	70	46	197	184	167	241	228	175	805	757	567	29	0	0	0	0	0	0	0	0	0	0	0	0	39	26	0	0	0	46	38	32	199	178	121	125	111	90	216	193	131	27	49	0	77	79	53	0	24	18
